"dormId","ratePlan","date","priceValue","priceCurrency","crawledAt","urlPart"
"515320","135490","2025-10-05","49.00","AUD","1759642260","66155/2025-10-05/1759642260.json"
"515320","135490","2025-10-06","49.00","AUD","1759642260","66155/2025-10-06/1759642260.json"
"515320","135490","2025-10-07","49.00","AUD","1759642260","66155/2025-10-07/1759642260.json"
"515320","135490","2025-10-08","49.00","AUD","1759642260","66155/2025-10-08/1759642260.json"
"515320","135490","2025-10-09","49.00","AUD","1759642260","66155/2025-10-09/1759642260.json"
"515320","135490","2025-10-10","49.00","AUD","1759642260","66155/2025-10-10/1759642260.json"
"515320","135490","2025-10-11","49.00","AUD","1759642260","66155/2025-10-11/1759642260.json"
"515320","135490","2025-10-12","49.00","AUD","1759642260","66155/2025-10-12/1759642260.json"
"515320","135490","2025-10-13","49.00","AUD","1759642260","66155/2025-10-13/1759642260.json"
"515320","135490","2025-10-14","49.00","AUD","1759642260","66155/2025-10-14/1759642260.json"
"515320","135490","2025-10-15","49.00","AUD","1759642260","66155/2025-10-15/1759642260.json"
"515320","135490","2025-10-16","49.00","AUD","1759642260","66155/2025-10-16/1759642260.json"
"515320","135490","2025-10-17","49.00","AUD","1759642260","66155/2025-10-17/1759642260.json"
"515320","135490","2025-10-18","49.00","AUD","1759642260","66155/2025-10-18/1759642260.json"
"515320","135490","2025-10-19","49.00","AUD","1759642260","66155/2025-10-19/1759642260.json"
"515320","135490","2025-10-20","49.00","AUD","1759642260","66155/2025-10-20/1759642260.json"
"515320","135490","2025-10-21","49.00","AUD","1759642260","66155/2025-10-21/1759642260.json"
"515320","135490","2025-10-22","49.00","AUD","1759642260","66155/2025-10-22/1759642260.json"
"515320","135490","2025-10-23","49.00","AUD","1759642260","66155/2025-10-23/1759642260.json"
"515320","135490","2025-10-24","49.00","AUD","1759642260","66155/2025-10-24/1759642260.json"
"515320","135490","2025-10-25","49.00","AUD","1759642260","66155/2025-10-25/1759642260.json"
"515320","135490","2025-10-26","49.00","AUD","1759642260","66155/2025-10-26/1759642260.json"
"515320","135490","2025-10-27","49.00","AUD","1759642260","66155/2025-10-27/1759642260.json"
"515320","135490","2025-10-28","49.00","AUD","1759642260","66155/2025-10-28/1759642260.json"
"515320","135490","2025-10-29","49.00","AUD","1759642260","66155/2025-10-29/1759642260.json"
"515320","135490","2025-10-30","49.00","AUD","1759642260","66155/2025-10-30/1759642260.json"
"515320","135490","2025-11-02","49.00","AUD","1759642260","66155/2025-11-02/1759642260.json"
"515320","135490","2025-11-03","49.00","AUD","1759642260","66155/2025-11-03/1759642260.json"
"515320","135490","2025-11-04","49.00","AUD","1759642260","66155/2025-11-04/1759642260.json"
"515320","135490","2025-10-05","49.00","AUD","1759656533","66155/2025-10-05/1759656533.json"
"515320","135490","2025-10-06","49.00","AUD","1759656533","66155/2025-10-06/1759656533.json"
"515320","135490","2025-10-07","49.00","AUD","1759656533","66155/2025-10-07/1759656533.json"
"515320","135490","2025-10-08","49.00","AUD","1759656533","66155/2025-10-08/1759656533.json"
"515320","135490","2025-10-09","49.00","AUD","1759656533","66155/2025-10-09/1759656533.json"
"515320","135490","2025-10-10","49.00","AUD","1759656533","66155/2025-10-10/1759656533.json"
"515320","135490","2025-10-11","49.00","AUD","1759656533","66155/2025-10-11/1759656533.json"
"515320","135490","2025-10-12","49.00","AUD","1759656533","66155/2025-10-12/1759656533.json"
"515320","135490","2025-10-13","49.00","AUD","1759656533","66155/2025-10-13/1759656533.json"
"515320","135490","2025-10-14","49.00","AUD","1759656533","66155/2025-10-14/1759656533.json"
"515320","135490","2025-10-15","49.00","AUD","1759656533","66155/2025-10-15/1759656533.json"
"515320","135490","2025-10-16","49.00","AUD","1759656533","66155/2025-10-16/1759656533.json"
"515320","135490","2025-10-17","49.00","AUD","1759656533","66155/2025-10-17/1759656533.json"
"515320","135490","2025-10-18","49.00","AUD","1759656533","66155/2025-10-18/1759656533.json"
"515320","135490","2025-10-19","49.00","AUD","1759656533","66155/2025-10-19/1759656533.json"
"515320","135490","2025-10-20","49.00","AUD","1759656533","66155/2025-10-20/1759656533.json"
"515320","135490","2025-10-21","49.00","AUD","1759656533","66155/2025-10-21/1759656533.json"
"515320","135490","2025-10-22","49.00","AUD","1759656533","66155/2025-10-22/1759656533.json"
"515320","135490","2025-10-23","49.00","AUD","1759656533","66155/2025-10-23/1759656533.json"
"515320","135490","2025-10-24","49.00","AUD","1759656533","66155/2025-10-24/1759656533.json"
"515320","135490","2025-10-25","49.00","AUD","1759656533","66155/2025-10-25/1759656533.json"
"515320","135490","2025-10-26","49.00","AUD","1759656533","66155/2025-10-26/1759656533.json"
"515320","135490","2025-10-27","49.00","AUD","1759656533","66155/2025-10-27/1759656533.json"
"515320","135490","2025-10-28","49.00","AUD","1759656533","66155/2025-10-28/1759656533.json"
"515320","135490","2025-10-29","49.00","AUD","1759656533","66155/2025-10-29/1759656533.json"
"515320","135490","2025-10-30","49.00","AUD","1759656533","66155/2025-10-30/1759656533.json"
"515320","135490","2025-11-02","49.00","AUD","1759656533","66155/2025-11-02/1759656533.json"
"515320","135490","2025-11-03","49.00","AUD","1759656533","66155/2025-11-03/1759656533.json"
"515320","135490","2025-11-04","49.00","AUD","1759656533","66155/2025-11-04/1759656533.json"
"515320","135490","2025-10-06","49.00","AUD","1759672660","66155/2025-10-06/1759672660.json"
"515320","135490","2025-10-07","49.00","AUD","1759672660","66155/2025-10-07/1759672660.json"
"515320","135490","2025-10-08","49.00","AUD","1759672660","66155/2025-10-08/1759672660.json"
"515320","135490","2025-10-09","49.00","AUD","1759672660","66155/2025-10-09/1759672660.json"
"515320","135490","2025-10-10","49.00","AUD","1759672660","66155/2025-10-10/1759672660.json"
"515320","135490","2025-10-11","49.00","AUD","1759672660","66155/2025-10-11/1759672660.json"
"515320","135490","2025-10-12","49.00","AUD","1759672660","66155/2025-10-12/1759672660.json"
"515320","135490","2025-10-13","49.00","AUD","1759672660","66155/2025-10-13/1759672660.json"
"515320","135490","2025-10-14","49.00","AUD","1759672660","66155/2025-10-14/1759672660.json"
"515320","135490","2025-10-15","49.00","AUD","1759672660","66155/2025-10-15/1759672660.json"
"515320","135490","2025-10-16","49.00","AUD","1759672660","66155/2025-10-16/1759672660.json"
"515320","135490","2025-10-17","49.00","AUD","1759672660","66155/2025-10-17/1759672660.json"
